city,station,latitude,longitude,date,aqi,aqi_level,pm25,pm10,o3,no2,so2,co,latitude_normalized,longitude_normalized,aqi_normalized,pm25_normalized,pm10_normalized,o3_normalized,no2_normalized,so2_normalized,co_normalized,year,month,quarter,day_of_year,week,season,aqi_rolling_7,aqi_rolling_30,aqi_rolling_std,aqi_mean,aqi_std,aqi_min,aqi_max,pm25_mean,pm10_mean
Erode,Erode - AQ Station,11.3919,77.7172,2020-02-01,59.93,Moderate,38.37,50.82,54.61,31.69,36.82,2.05,0.6387295278997467,0.23412615098527498,0.3906635999659255,0.46155528136567386,0.4300875152320815,0.8660490736104157,0.544018058690745,0.9091168905401543,0.6224899598393573,2020,2,1,32,5,Winter,69.715,69.715,13.838079707820738,72.91763888888889,21.908433162652457,34.2,123.12,43.804722222222225,57.378750000000004
Tiruppur,Tiruppur - AQ Station,11.1085,77.3411,2020-02-01,84.82,Moderate,51.76,82.39,55.5,48.56,32.45,0.99,0.5781759131651761,0.12132209591793826,0.6026918817616491,0.6288596998141409,0.7098703888334994,0.8883324987481224,0.9671432154502133,0.784224064018291,0.1967871485943775,2020,2,1,32,5,Winter,74.69,74.69,14.325983386839447,69.14194444444445,23.118231732107137,19.27,124.05,41.65555555555555,57.185937499999994
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-02-01,24.25,Good,27.55,16.22,42.9,42.35,15.02,2.78,0.32534213646998494,0.3548783779730653,0.08671948206831927,0.32636231589798054,0.12345186662235515,0.5728592889334001,0.8113870077752697,0.2860817376393255,0.9156626506024095,2020,2,1,32,5,Winter,41.65,41.65,24.60731598529185,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Salem,Salem - AQ Station,11.6643,78.1456,2020-02-01,89.56,Moderate,57.55,67.73,48.74,49.24,22.67,0.99,0.6969327906156855,0.3626165981824183,0.6430701081863872,0.701204179486779,0.5799490417635981,0.7190786179268904,0.9841986455981943,0.5047156330380109,0.1967871485943775,2020,2,1,32,5,Winter,85.035,85.035,6.399316369738258,69.12458333333333,25.989965178214245,25.28,129.85,42.51777777777778,55.07013888888889
Coimbatore,Coimbatore - AQ Station,11.0081,76.9366,2020-02-01,79.46,Moderate,42.95,51.75,29.22,17.45,8.06,0.79,0.5567236092860273,0.0,0.5570321151716499,0.5187811392068972,0.43832945607621576,0.23034551827741612,0.18685728618008526,0.08716776221777653,0.11646586345381527,2020,2,1,32,5,Winter,58.51,58.51,29.627774131716336,67.24097222222223,25.549649492357347,30.94,127.15,40.43375,54.14277777777778
Chennai,Chennai - AQ Station,13.0827,80.2707,2020-02-01,84.28,Moderate,50.25,68.0,58.78,37.87,38.59,2.19,1.0,1.0,0.5980918306499702,0.6099926593468381,0.5823418632989918,0.9704556835252881,0.6990218209179834,0.9597027722206346,0.6787148594377509,2020,2,1,32,5,Winter,58.0,58.0,37.16553241916494,69.49166666666666,26.263171128911274,26.49,131.46,41.379635416666666,56.31097222222222
Trichy,Trichy - AQ Station,10.7905,78.696,2020-02-01,40.51,Good,20.26,42.03,47.55,34.76,33.14,1.48,0.5102293729901818,0.5276986293152562,0.22523213220887633,0.23527574304590254,0.35218788080203833,0.6892839258888332,0.6210183095058941,0.8039439839954273,0.393574297188755,2020,2,1,32,5,Winter,40.68,40.68,0.24041630560342858,68.53416666666666,23.668071364449535,30.33,124.98,41.06388888888889,54.74111111111111
Erode,Erode - AQ Station,11.3919,77.7172,2020-03-01,50.72,Moderate,31.43,57.17,41.63,38.64,35.13,2.04,0.6387295278997467,0.23412615098527498,0.3122071726722889,0.3748418635887985,0.486363132823751,0.541061592388583,0.7183345874090795,0.8608173763932553,0.6184738955823292,2020,3,1,61,9,Summer,63.38333333333333,63.38333333333333,14.697490715538262,72.91763888888889,21.908433162652457,34.2,123.12,43.804722222222225,57.378750000000004
Dindigul,Dindigul - AQ Station,10.3596,77.9739,2020-03-01,84.19,Moderate,48.86,66.07,47.15,26.91,27.8,2.94,0.41815967436941126,0.3111184427581656,0.5973251554646903,0.5926249863338904,0.5652376204719175,0.6792689033550325,0.4241284173564084,0.6513289511288939,0.9799196787148593,2020,3,1,61,9,Summer,62.34666666666667,62.34666666666667,24.14536049292562,68.4373611111111,24.64935938904493,22.39,130.4,40.68144097222222,54.345555555555556
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-03-01,75.48,Moderate,41.0,55.51,20.37,32.17,39.44,2.84,0.0,0.18052847844995631,0.5231280347559417,0.4944164180736252,0.4716517115320704,0.00876314471707565,0.5560571858540256,0.9839954272649327,0.9397590361445782,2020,3,1,61,9,Summer,59.64333333333334,59.64333333333334,30.886981615776786,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Vellore,Vellore - AQ Station,12.9716,79.1339,2020-03-01,63.39,Moderate,28.37,51.87,59.86,12.51,9.81,0.72,0.976261444611818,0.6590384211631307,0.42013800153335035,0.33660799350274107,0.4393929323141686,0.9974962443665499,0.06295460245798846,0.1371820520148614,0.08835341365461846,2020,3,1,61,9,Summer,55.24666666666667,55.24666666666667,13.104481421763063,70.34527777777777,22.563088139716736,25.19,116.89,41.774027777777775,55.21263888888889
Tiruppur,Tiruppur - AQ Station,11.1085,77.3411,2020-03-01,56.22,Moderate,24.74,51.18,51.48,28.86,33.32,2.31,0.5781759131651761,0.12132209591793826,0.3590595451060567,0.2912521280084964,0.43327794394593994,0.7876815222834251,0.473037371457236,0.8090883109459845,0.7269076305220883,2020,3,1,61,9,Summer,68.53333333333333,68.53333333333333,14.708179130447563,69.14194444444445,23.118231732107137,19.27,124.05,41.65555555555555,57.185937499999994
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-03-01,61.76,Moderate,40.84,50.05,27.13,10.65,13.59,2.06,0.32534213646998494,0.3548783779730653,0.4062526620666155,0.49241726146781833,0.42326354270521765,0.17801702553830745,0.016302984700275906,0.24521291797656472,0.6265060240963856,2020,3,1,61,9,Summer,48.35333333333333,48.35333333333333,20.91803129678635,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Salem,Salem - AQ Station,11.6643,78.1456,2020-03-01,54.79,Moderate,37.55,40.54,59.65,18.09,18.65,2.78,0.6969327906156855,0.3626165981824183,0.34687792827327707,0.45130960376091334,0.3389830508474576,0.9922383575363044,0.20290945573112618,0.3898256644755644,0.9156626506024095,2020,3,1,61,9,Summer,74.95333333333333,74.95333333333333,18.03872593431513,69.12458333333333,25.989965178214245,25.28,129.85,42.51777777777778,55.07013888888889
Coimbatore,Coimbatore - AQ Station,11.0081,76.9366,2020-03-01,31.1,Good,16.75,30.3,31.67,13.81,22.16,1.51,0.5567236092860273,0.0,0.1450719822812846,0.1914192450060131,0.24823307854215132,0.29168753129694547,0.09556057185854028,0.49014004001143174,0.40562248995983935,2020,3,1,61,9,Summer,49.373333333333335,49.373333333333335,26.255257251326505,67.24097222222223,25.549649492357347,30.94,127.15,40.43375,54.14277777777778
Chennai,Chennai - AQ Station,13.0827,80.2707,2020-03-01,39.33,Good,25.67,25.89,54.52,22.83,15.58,2.08,1.0,1.0,0.21518016866854073,0.3028722257797492,0.20915032679738563,0.8637956935403105,0.32179583646852267,0.30208631037439265,0.6345381526104418,2020,3,1,61,9,Summer,51.776666666666664,51.776666666666664,28.40471850473673,69.49166666666666,26.263171128911274,26.49,131.46,41.379635416666666,56.31097222222222
Trichy,Trichy - AQ Station,10.7905,78.696,2020-03-01,70.36,Moderate,44.3,57.34,55.68,26.67,9.59,1.61,0.5102293729901818,0.5276986293152562,0.47951273532668875,0.535649023068393,0.4878697241608508,0.8928392588883325,0.4181088537747681,0.13089454129751357,0.4457831325301205,2020,3,1,61,9,Summer,50.57333333333333,50.57333333333333,17.136599234776234,68.53416666666666,23.668071364449535,30.33,124.98,41.06388888888889,54.74111111111111
Dindigul,Dindigul - AQ Station,10.3596,77.9739,2020-04-01,32.05,Good,15.16,32.69,54.55,16.77,34.46,1.89,0.41815967436941126,0.3111184427581656,0.15316466479257174,0.17155262623580678,0.2694139802813781,0.8645468202303456,0.16980185603210435,0.8416690482995142,0.5582329317269076,2020,4,2,92,14,Summer,54.7725,54.7725,24.862373679920427,68.4373611111111,24.64935938904493,22.39,130.4,40.68144097222222,54.345555555555556
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-04-01,58.04,Moderate,32.22,45.49,39.78,27.08,14.54,2.63,0.0,0.18052847844995631,0.3745634210750489,0.38471269932997015,0.382851445663011,0.4947421131697547,0.42839227489340354,0.27236353243783934,0.8554216867469878,2020,4,2,92,14,Summer,59.2425,59.2425,25.231853380201777,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Vellore,Vellore - AQ Station,12.9716,79.1339,2020-04-01,59.95,Moderate,33.28,49.41,33.77,12.35,26.29,1.55,0.976261444611818,0.6590384211631307,0.39083397222932104,0.39795711184344107,0.417591669436136,0.3442663995993992,0.05894156007022824,0.6081737639325522,0.4216867469879518,2020,4,2,92,14,Summer,56.4225,56.4225,10.955149093767124,70.34527777777777,22.563088139716736,25.19,116.89,41.774027777777775,55.21263888888889
Erode,Erode - AQ Station,11.3919,77.7172,2020-04-01,77.4,Moderate,56.89,51.11,32.76,44.87,18.18,1.81,0.6387295278997467,0.23412615098527498,0.5394837720419116,0.6929576584878255,0.4326575828071341,0.3189784677015523,0.874592425382493,0.37639325521577593,0.5261044176706827,2020,4,2,92,14,Summer,66.8875,66.8875,13.897034156010893,72.91763888888889,21.908433162652457,34.2,123.12,43.804722222222225,57.378750000000004
Tiruppur,Tiruppur - AQ Station,11.1085,77.3411,2020-04-01,37.76,Good,16.36,19.45,40.38,31.95,16.19,2.74,0.5781759131651761,0.12132209591793826,0.20180594599199245,0.18654630077935871,0.15207710202725158,0.5097646469704558,0.5505392525708553,0.31951986281794803,0.8995983935742972,2020,4,2,92,14,Summer,60.839999999999996,60.839999999999996,19.51844939196417,69.14194444444445,23.118231732107137,19.27,124.05,41.65555555555555,57.185937499999994
Salem,Salem - AQ Station,11.6643,78.1456,2020-04-01,45.14,Good,32.7,22.01,42.67,14.45,29.35,0.99,0.6969327906156855,0.3626165981824183,0.2646733111849391,0.390710169147391,0.17476459510357817,0.5671006509764648,0.11161274140958113,0.6956273220920264,0.1967871485943775,2020,4,2,92,14,Summer,67.5,67.5,20.955646812573775,69.12458333333333,25.989965178214245,25.28,129.85,42.51777777777778,55.07013888888889
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-04-01,35.4,Good,20.17,23.47,39.33,17.06,37.41,1.66,0.32534213646998494,0.3548783779730653,0.1817020189113212,0.23415121745513615,0.18770355599867064,0.48347521281922884,0.1770754953599197,0.9259788511003143,0.46586345381526095,2020,4,2,92,14,Summer,45.114999999999995,45.114999999999995,18.26626854797297,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Coimbatore,Coimbatore - AQ Station,11.0081,76.9366,2020-04-01,32.67,Good,33.93,28.45,30.53,29.91,25.02,1.31,0.5567236092860273,0.0,0.15844620495783285,0.4060786855545317,0.2318378198737122,0.2631447170756135,0.4993729621269125,0.5718776793369533,0.3253012048192771,2020,4,2,92,14,Summer,45.1975,45.1975,23.006724198228074,67.24097222222223,25.549649492357347,30.94,127.15,40.43375,54.14277777777778
Chennai,Chennai - AQ Station,13.0827,80.2707,2020-04-01,45.12,Good,31.88,31.19,53.99,17.95,12.88,2.23,1.0,1.0,0.26450293892154353,0.38046449154263046,0.256120527306968,0.8505257886830245,0.19939804364183597,0.22492140611603317,0.6947791164658634,2020,4,2,92,14,Summer,50.1125,50.1125,23.429962832521383,69.49166666666666,26.263171128911274,26.49,131.46,41.379635416666666,56.31097222222222
Trichy,Trichy - AQ Station,10.7905,78.696,2020-04-01,69.07,Moderate,43.67,51.48,23.43,22.42,17.72,1.26,0.5102293729901818,0.5276986293152562,0.4685237243376777,0.5277773439330283,0.43593663454082193,0.08537806710065099,0.3115124153498872,0.363246641897685,0.3052208835341365,2020,4,2,92,14,Summer,55.1975,55.1975,16.772209902096982,68.53416666666666,23.668071364449535,30.33,124.98,41.06388888888889,54.74111111111111
Erode,Erode - AQ Station,11.3919,77.7172,2020-05-01,112.3,Unhealthy for Sensitive,69.53,79.88,52.89,18.7,25.84,0.55,0.6387295278997467,0.23412615098527498,0.8367833716670924,0.8508910303465725,0.6876260108563198,0.8229844767150728,0.218209179834462,0.5953129465561589,0.02008032128514058,2020,5,2,122,18,Summer,75.97,75.97,23.607301836508128,72.91763888888889,21.908433162652457,34.2,123.12,43.804722222222225,57.378750000000004
Dindigul,Dindigul - AQ Station,10.3596,77.9739,2020-05-01,81.94,Moderate,56.19,83.72,47.28,22.04,14.28,2.65,0.41815967436941126,0.3111184427581656,0.5781582758326944,0.6842113483374201,0.7216572504708096,0.6825237856785179,0.30198143967895663,0.26493283795370104,0.863453815261044,2020,5,2,122,18,Summer,60.205999999999996,60.205999999999996,24.722820025231748,68.4373611111111,24.64935938904493,22.39,130.4,40.68144097222222,54.345555555555556
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-05-01,100.19,Unhealthy for Sensitive,49.15,84.9,23.9,48.77,18.5,2.48,0.0,0.18052847844995631,0.7336229661811057,0.5962484576819155,0.732114766810679,0.09714571857786677,0.9724103335841486,0.38553872535010003,0.7951807228915662,2020,5,2,122,18,Summer,67.43199999999999,67.43199999999999,28.51007488590656,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Vellore,Vellore - AQ Station,12.9716,79.1339,2020-05-01,74.43,Moderate,45.95,74.32,29.37,37.52,11.56,2.41,0.976261444611818,0.6590384211631307,0.514183490927677,0.556265325565777,0.638351611831173,0.23410115172759144,0.6902432906947581,0.18719634181194628,0.7670682730923695,2020,5,2,122,18,Summer,60.024,60.024,12.444495972115545,70.34527777777777,22.563088139716736,25.19,116.89,41.774027777777775,55.21263888888889
Tiruppur,Tiruppur - AQ Station,11.1085,77.3411,2020-05-01,39.54,Good,21.84,26.6,40.44,32.81,22.35,1.68,0.5781759131651761,0.12132209591793826,0.21696907743419366,0.2550174145282459,0.21544256120527308,0.5112669003505258,0.5721093554050666,0.49557016290368683,0.4738955823293172,2020,5,2,122,18,Summer,56.58,56.58,19.402716304682702,69.14194444444445,23.118231732107137,19.27,124.05,41.65555555555555,57.185937499999994
Coimbatore,Coimbatore - AQ Station,11.0081,76.9366,2020-05-01,78.29,Moderate,46.68,55.58,42.62,22.46,24.73,1.81,0.5567236092860273,0.0,0.5470653377630121,0.565386477579771,0.47227207267087623,0.5658487731597396,0.3125156759468272,0.5635895970277222,0.5261044176706827,2020,5,2,122,18,Summer,51.81600000000001,51.81600000000001,24.81944258036429,67.24097222222223,25.549649492357347,30.94,127.15,40.43375,54.14277777777778
Salem,Salem - AQ Station,11.6643,78.1456,2020-05-01,55.04,Moderate,33.15,32.52,51.44,11.8,38.48,1.45,0.6969327906156855,0.3626165981824183,0.34900758156572104,0.39633279710122293,0.2679073889442783,0.7866800200300451,0.045146726862302505,0.9565590168619604,0.38152610441767065,2020,5,2,122,18,Summer,65.00800000000001,65.00800000000001,18.984326956729333,69.12458333333333,25.989965178214245,25.28,129.85,42.51777777777778,55.07013888888889
Chennai,Chennai - AQ Station,13.0827,80.2707,2020-05-01,70.54,Moderate,47.11,55.0,47.23,19.8,30.58,0.79,1.0,1.0,0.4810460856972485,0.5707592109578772,0.467131937520771,0.6812719078617927,0.24579884625031356,0.7307802229208344,0.11646586345381527,2020,5,2,122,18,Summer,54.198,54.198,22.2526160259867,69.49166666666666,26.263171128911274,26.49,131.46,41.379635416666666,56.31097222222222
Trichy,Trichy - AQ Station,10.7905,78.696,2020-05-01,65.05,Moderate,41.32,61.08,43.65,21.79,20.24,2.03,0.5102293729901818,0.5276986293152562,0.4342788993951784,0.49841473128523905,0.5210147335770466,0.5916374561842764,0.29571106094808125,0.4352672192054872,0.6144578313253011,2020,5,2,122,18,Summer,57.16799999999999,57.16799999999999,15.178755548463121,68.53416666666666,23.668071364449535,30.33,124.98,41.06388888888889,54.74111111111111
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-05-01,57.66,Moderate,26.91,41.67,51.77,44.41,23.09,2.54,0.32534213646998494,0.3548783779730653,0.37132634807053405,0.31836568947475286,0.3489974520881799,0.7949424136204308,0.8630549285176824,0.5167190625893111,0.8192771084337349,2020,5,2,122,18,Summer,47.624,47.624,16.784452031567785,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Chennai,Chennai - AQ Station,13.0827,80.2707,2020-06-01,85.96,Moderate,47.53,77.55,34.01,49.61,35.12,1.86,1.0,1.0,0.6124031007751936,0.5760069970481203,0.6669768472360694,0.3502754131196795,0.9934788061198897,0.8605315804515575,0.5461847389558233,2020,6,2,153,23,Monsoon,59.49166666666667,59.49166666666667,23.75459064405587,69.49166666666666,26.263171128911274,26.49,131.46,41.379635416666666,56.31097222222222
Coimbatore,Coimbatore - AQ Station,11.0081,76.9366,2020-06-01,97.16,Moderate,58.18,90.48,27.56,38.31,39.71,1.98,0.5567236092860273,0.0,0.7078115682766845,0.7090758586221438,0.7815664118754846,0.1887831747621432,0.7100576874843242,0.9917119176907688,0.5943775100401606,2020,6,2,153,23,Monsoon,59.373333333333335,59.373333333333335,28.90473156192021,67.24097222222223,25.549649492357347,30.94,127.15,40.43375,54.14277777777778
Madurai,Madurai - AQ Station,9.9252,78.1198,2020-06-01,100.68,Unhealthy for Sensitive,72.7,83.34,48.41,31.28,11.45,1.39,0.32534213646998494,0.3548783779730653,0.737797086634296,0.8904993205991222,0.7182895757172925,0.7108162243365047,0.5337346375721094,0.18405258645327233,0.35742971887550196,2020,6,2,153,23,Monsoon,56.46666666666667,56.46666666666667,26.353952012301058,63.56930555555555,24.74768882800686,14.07,131.46,37.573055555555555,49.76444444444444
Salem,Salem - AQ Station,11.6643,78.1456,2020-06-01,42.72,Good,28.64,43.94,21.22,14.59,13.39,2.14,0.6969327906156855,0.3626165981824183,0.24405826731408123,0.3399815702750402,0.3691148775894538,0.030045067601402086,0.11512415349887134,0.2394969991426122,0.6586345381526104,2020,6,2,153,23,Monsoon,61.29333333333333,61.29333333333333,19.264377141933934,69.12458333333333,25.989965178214245,25.28,129.85,42.51777777777778,55.07013888888889
Trichy,Trichy - AQ Station,10.7905,78.696,2020-06-01,55.95,Moderate,25.68,42.64,34.83,20.79,32.23,0.56,0.5102293729901818,0.5276986293152562,0.3567595195502172,0.3029971730676121,0.35759388501163175,0.37080620931397096,0.2706295460245799,0.777936553300943,0.024096385542168693,2020,6,2,153,23,Monsoon,56.964999999999996,56.964999999999996,13.585394731107373,68.53416666666666,23.668071364449535,30.33,124.98,41.06388888888889,54.74111111111111
Erode,Erode - AQ Station,11.3919,77.7172,2020-06-01,52.76,Moderate,32.83,39.96,51.19,16.48,21.11,2.75,0.6387295278997467,0.23412615098527498,0.32958514353863183,0.39233448388960906,0.33384291569735236,0.7804206309464197,0.16252821670428896,0.4601314661331809,0.9036144578313252,2020,6,2,153,23,Monsoon,72.10166666666667,72.10166666666667,23.143633609843263,72.91763888888889,21.908433162652457,34.2,123.12,43.804722222222225,57.378750000000004
Vellore,Vellore - AQ Station,12.9716,79.1339,2020-06-01,72.66,Moderate,39.35,55.13,42.65,21.73,39.86,2.67,0.976261444611818,0.6590384211631307,0.4991055456171734,0.4738001155762413,0.46828403677855324,0.5665998998497747,0.2942061700526712,0.9959988568162332,0.8714859437751002,2020,6,2,153,23,Monsoon,62.129999999999995,62.129999999999995,12.267999021845412,70.34527777777777,22.563088139716736,25.19,116.89,41.774027777777775,55.21263888888889
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-06-01,79.92,Moderate,54.41,69.04,58.49,24.13,30.17,2.49,0.0,0.18052847844995631,0.5609506772297469,0.6619707310978181,0.5915586573612496,0.9631947921882824,0.3544018058690745,0.7190625893112318,0.7991967871485944,2020,6,2,153,23,Monsoon,69.51333333333334,69.51333333333334,26.004830064175895,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
Dindigul,Dindigul - AQ Station,10.3596,77.9739,2020-06-01,71.15,Moderate,45.26,48.65,40.91,43.04,26.44,1.32,0.41815967436941126,0.3111184427581656,0.4862424397308118,0.5476439627032346,0.41085631992910154,0.5230345518277416,0.8286932530724856,0.6124607030580166,0.3293172690763052,2020,6,2,153,23,Monsoon,62.03,62.03,22.559612585326015,68.4373611111111,24.64935938904493,22.39,130.4,40.68144097222222,54.345555555555556
Tiruppur,Tiruppur - AQ Station,11.1085,77.3411,2020-06-01,76.84,Moderate,41.5,67.44,36.88,12.8,37.09,2.74,0.5781759131651761,0.12132209591793826,0.534713348666837,0.5006637824667719,0.5773789741885453,0.42213319979969965,0.07022824178580389,0.9168333809659904,0.8995983935742972,2020,6,2,153,23,Monsoon,59.95666666666667,59.95666666666667,19.22455686528734,69.14194444444445,23.118231732107137,19.27,124.05,41.65555555555555,57.185937499999994
Tiruppur,Tiruppur - AQ Station,11.1085,77.3411,2020-07-01,101.56,Unhealthy for Sensitive,61.43,76.75,45.22,25.83,11.46,2.19,0.5781759131651761,0.12132209591793826,0.7452934662236987,0.749683727177597,0.6598870056497175,0.6309464196294442,0.3970403812390268,0.18433838239497002,0.6787148594377509,2020,7,3,183,27,Monsoon,65.9,65.9,23.563717873035234,69.14194444444445,23.118231732107137,19.27,124.05,41.65555555555555,57.185937499999994
Kanyakumari,Kanyakumari - AQ Station,8.40255,77.5385,2020-07-01,84.46,Moderate,45.01,72.3,21.2,49.51,22.94,1.19,0.0,0.18052847844995631,0.5996251810205296,0.5445202805066612,0.620449761825634,0.029544316474712062,0.9909706546275395,0.5124321234638468,0.2771084337349397,2020,7,3,183,27,Monsoon,71.64857142857143,71.64857142857143,24.40199474672199,67.53597222222223,22.388828744769068,21.99,122.28,40.741527777777776,53.04833333333333
