city,station,latitude,longitude,date,aqi,aqi_level,pm25,pm10,o3,no2,so2,co,latitude_normalized,longitude_normalized,aqi_normalized,pm25_normalized,pm10_normalized,o3_normalized,no2_normalized,so2_normalized,co_normalized,year,month_x,quarter,day_of_year,week,season,aqi_rolling_7,aqi_rolling_30,aqi_rolling_std,aqi_mean,aqi_std,aqi_min,aqi_max,pm25_mean,pm10_mean,aqi_lag_1,pm25_lag_1,aqi_lag_7,pm25_lag_7,aqi_lag_14,pm25_lag_14,aqi_lag_30,pm25_lag_30,day_num,sin_365d,cos_365d,sin_30d,cos_30d,sin_7d,cos_7d,pm_ratio,pm_sum,pollutant_index,month_period,month_y,aqi_monthly_mean,aqi_monthly_std,aqi_monthly_min,aqi_monthly_max,aqi_trend_30,aqi_zscore,aqi_deviation,month,regional_aqi_mean,station_vs_region,station_percentile,aqi_tomorrow,aqi_next_week,aqi_next_month,aqi_category,aqi_category_next_week
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-11-01,-0.5631101622755988,Moderate,-0.3779749256089991,-0.6118343436697825,0.8423365831882603,-0.7764957768171542,0.7930768739140042,-0.5544991171809639,1.5370731373332935,2.263802836997333,-0.563110162275599,-0.3779749256089987,-0.6118343436697826,0.8423365831882607,-0.7764957768171538,0.7930768739140043,-0.554499117180964,2020,11,1.3416407864998738,306,44,Post-Monsoon,2.1888341304213585,1.4859569323918598,0.6967674319855193,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,0.6032927375775624,0.2268605447096646,-0.9894078619115032,-0.5979215934469047,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,305,-1.2187641303752759,0.7196887102152869,1.2220025265051366,0.6310768176710769,-0.601783837621934,-1.285412971585531,0.272724495140248,-0.5294355893451008,-0.49916791618044504,2020-11,2020-11,-0.5631101622755988,,-0.5631101622755988,-0.5631101622755988,2.8704380625212034,-0.552591396509994,-0.7855005542429535,11,-0.9362757807623489,-0.0669835007701316,0.1740776559556976,-1.247698675588861,-0.6050733407851463,-1.2110972826276303,0.19354156097717315,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2020-12-01,-1.236571174485191,Good,-1.5335511502900379,-1.394528956527918,0.34837028128214365,-1.5145793621552064,-0.8929082316195472,-1.3821748198466202,1.5370731373332935,2.263802836997333,-1.2365711744851917,-1.5335511502900376,-1.3945289565279184,0.34837028128214365,-1.514579362155206,-0.8929082316195475,-1.3821748198466204,2020,12,1.3416407864998738,336,49,Winter,1.7903802386541974,0.9927955334795299,1.7066227795439335,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-0.5722287660563887,-0.3856978460794384,0.11911881634790061,0.4445490423257164,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,335,-0.7030262680335126,1.2253116765114318,1.2220025265051313,0.6310768176710858,-1.0985125055408802,0.8515188008728304,-0.38139385902596445,-1.4961463965931987,-1.6871484710013522,2020-12,2020-12,-1.236571174485191,,-1.236571174485191,-1.236571174485191,1.2694454276083178,-1.1741368946545763,-1.3658251570770457,12,-0.9683210355008762,-0.8472910512340887,-0.8703882797784894,-1.7625277039966907,1.1326711794971887,1.598565931348444,-1.4853731848489067,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-01-01,-1.7509109234768476,Good,-1.757631320126722,-2.102324563370921,-0.218975072718723,0.27851953324360357,-1.2140482517211761,1.4290685150694877,1.5370731373332935,2.263802836997333,-1.7509109234768478,-1.757631320126722,-2.1023245633709213,-0.21897507271872277,0.278519533243604,-1.2140482517211761,1.4290685150694877,2021,1,-1.3416407864998738,1,53,Winter,1.0421625896679942,0.4290092332652839,2.9023129573104085,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-1.2484247764859964,-1.5454401996118492,0.7915610421055712,0.4732974117954802,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,366,0.01901399506449022,1.4096912164477813,1.3460501264625158,0.368143401733059,1.409429478952853,-0.3343888639688066,2.3838706031522214,-2.016812461088982,-2.0106120934134317,2021-01,2021-01,-1.7509109234768476,,-1.7509109234768476,-1.7509109234768476,0.007771722016838617,-1.648827410819285,-1.3045064778230142,1,-0.9961575521919089,-1.4410675867061284,-1.218543591689885,-1.0539100429248476,-0.6653658075059687,2.620832723018678,-1.4853731848489067,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-02-01,-1.042966713233081,Good,-1.4045747734654348,-0.8627460138204767,-0.46416849069386096,0.8056000565695045,1.0094547533117482,1.357717161391414,1.5370731373332935,2.263802836997333,-1.0429667132330813,-1.4045747734654348,-0.8627460138204769,-0.464168490693861,0.805600056569505,1.0094547533117486,1.3577171613914143,2021,2,-1.3416407864998738,32,5,Winter,0.20436515825734827,0.13299997785046766,2.8277290945028333,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-1.7648533149880659,-1.7703282320893854,1.845141079349757,1.4466350638431933,6.49262662045728e-16,0.0,7.738236812960982e-16,-6.051904817928871e-16,397,0.7342905932972751,1.2005245623898815,1.4094595750285268,0.08661642592584089,-1.3741761192433817,-0.3343888639688334,-1.0545806204458703,-1.1219176627368541,-1.0339466809932805,2021-02,2021-02,-1.042966713233081,,-1.042966713233081,-1.042966713233081,-0.4995003177280085,-0.9954569426895081,-0.2895342757536295,2,-1.0221391539379963,-0.5823957636421505,-0.8703882797784894,0.49972586186646967,0.30344328103546625,0.6345109725508701,-1.4853731848489067,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-03-01,0.5091926585220308,Moderate,0.06627703900907791,0.32814818182013133,1.4517406621702638,0.47670864412141395,-0.11159806076253552,0.21609550254223292,1.5370731373332935,2.263802836997333,0.5091926585220306,0.06627703900907835,0.3281481818201309,1.451740662170264,0.4767086441214143,-0.11159806076253566,0.2160955025422329,2021,3,-1.3416407864998738,60,9,Summer,-0.2123318071777123,0.25960413630271967,2.146067088507504,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-1.0540340665167198,-1.4159988320811743,2.014777931372931,2.477469454830434,-1.701656221798782,-1.877632755968624,7.738236812960982e-16,-6.051904817928871e-16,425,1.2081463043077045,0.7196887102152875,1.2220025265051253,0.6310768176710951,-1.3741761192433724,-0.33438886396887363,-0.4125192355058177,0.22519356663208553,0.22038538611728398,2021-03,2021-03,0.5091926585220308,,0.5091926585220308,0.5091926585220308,-0.26155205277123345,0.4370501400175612,1.6049890169583907,3,-1.0049971813433347,1.2525272313911342,1.5666989036012804,-1.3599796430122162,1.596427618726528,1.9285725810150334,0.19354156097717315,0.7467948624182478
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-04-01,-1.3487454331505764,Good,-1.5185690459114223,-0.8037630465835599,-0.3505204465958954,-0.8567965372590255,-1.1572612969471074,-0.2976342439398983,1.5370731373332935,2.263802836997333,-1.3487454331505768,-1.518569045911422,-0.80376304658356,-0.3505204465958955,-0.8567965372590253,-1.1572612969471079,-0.29763424393989846,2021,4,-0.4472135954999579,91,13,Summer,-1.409454882695403,-0.059579099746633266,-0.020182525353552604,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,0.50442879280778,0.06015575319288644,2.7696401186534287,2.3056637229992267,0.6996944499956541,0.6412911693419078,7.738236812960982e-16,-6.051904817928871e-16,456,1.4077033224381919,0.000545772764819314,1.3460501264625186,0.3681434017330506,1.1337658652503015,0.851518800872884,-1.3282745809298342,-1.1356636956895985,-1.369743030146155,2021-04,2021-04,-1.3487454331505764,,-1.3487454331505764,-1.3487454331505764,-0.6935326470307678,-1.2776639054497874,-1.0712210432052018,4,-1.0165104465188535,-0.9496768226964747,-1.5666989036012808,-0.2854091992272154,-1.4148920205079738,-0.8777403116446291,-1.4853731848489067,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-05-01,-0.27519623170110946,Moderate,0.3789470434323577,-0.3005353499193878,-0.46416849069386096,-1.4282987578506425,1.6164877181379982,-1.0824991343987103,1.5370731373332935,2.263802836997333,-0.27519623170110946,0.37894704343235824,-0.30053534991938824,-0.464168490693861,-1.428298757850642,1.6164877181379984,-1.0824991343987105,2021,5,-0.4472135954999579,121,17,Summer,-1.6768102726560015,-0.10738594662127145,-0.6342798521248167,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-1.3610545869832165,-1.5304040811613162,0.673818239930104,0.2816416153303887,-1.3539720777280884,-1.1171623973758673,7.738236812960982e-16,-6.051904817928871e-16,486,1.2264341873067761,-0.6991550587424818,1.3460501264625218,0.36814340173304166,0.6370371973313892,-1.2854129715855358,0.8145016065818703,-0.016904932107063654,0.06936357444930354,2021-05,2021-05,-0.27519623170110946,,-0.27519623170110946,-0.27519623170110946,-0.6765397860705411,-0.2868720688022855,0.04493781332224877,5,0.893860059021279,-0.9026961401425526,-0.5222329678670936,-0.6064495949710315,-1.0436390918640053,-1.242925335133545,0.19354156097717315,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-06-01,-0.5959315194406561,Moderate,-0.6235511582497835,-0.19333614756022902,-1.0852058340323485,1.3958960721581548,-0.8752846939310432,-1.4392559027890792,1.5370731373332935,2.263802836997333,-0.5959315194406563,-0.6235511582497831,-0.1933361475602293,-1.0852058340323485,1.3958960721581548,-0.8752846939310434,-1.4392559027890794,2021,6,-0.4472135954999579,152,22,Monsoon,-1.686749602447478,-0.21585797732848302,-0.6408304941450624,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-0.28314558578019006,0.3739530078127043,-0.5550677472197778,-0.3597208178402913,-1.0894397263260758,-0.6728989047266656,7.738236812960982e-16,-6.051904817928871e-16,517,0.7029584610379894,-1.2303418548168392,1.4094595750285268,0.08661642592584226,-1.098512505540873,0.8515188008728389,-0.6752895633703502,-0.38440091512941066,-0.38117761823927165,2021-06,2021-06,-0.5959315194406561,,-0.5959315194406561,-0.5959315194406561,-0.7378782453142558,-0.582882633001926,-0.5819716518426453,6,0.8931820556276089,-1.2837049464041308,-1.5666989036012808,1.1434700750937072,-0.16692055180711438,-0.8454934689741631,0.19354156097717315,-0.17707507047030616
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-07-01,1.1523250748702412,Moderate,0.9788826144195262,0.7639667730706845,0.4056417365756059,-0.8960926540710051,-0.5796008949350313,-0.8827153441001034,1.5370731373332935,2.263802836997333,1.1523250748702414,0.9788826144195264,0.7639667730706842,0.405641736575606,-0.8960926540710047,-0.5796008949350315,-0.8827153441001037,2021,7,0.4472135954999579,182,26,Monsoon,-0.9633173707893892,0.027786635196057667,0.3928956503833635,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-0.6051834143129828,-0.6321594398120871,-1.2619606447250857,-1.573997185444119,0.07194410314528236,0.41665552249512927,7.738236812960982e-16,-6.051904817928871e-16,547,0.006852991503044955,-1.4209398123892647,1.4094595750285255,0.08661642592585231,1.133765865250305,0.8515188008728797,0.05800993449049495,0.8793925226688137,0.7766562712152479,2021-07,2021-07,1.1523250748702412,,1.1523250748702412,1.1523250748702412,-0.3747524603904264,1.0306050019101052,1.3525640652589317,7,1.3671703903868622,0.49034491884149517,0.5222329678670933,-0.6671644884666237,-1.193131372363579,-1.2785224991204234,0.19354156097717315,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-08-01,-0.6565887111634201,Moderate,-0.8267866611249155,-0.6567737472788622,0.9595640932420674,0.7423845643067545,1.5440353965297036,0.30171712695592157,1.5370731373332935,2.263802836997333,-0.6565887111634205,-0.8267866611249151,-0.6567737472788623,0.9595640932420673,0.7423845643067548,1.5440353965297042,0.30171712695592173,2021,8,0.4472135954999579,213,30,Monsoon,-0.6319225015394043,-0.08782659500276421,-0.1950260569209022,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,1.1501730396585097,0.9760514901144802,-1.8018331969222305,-1.809460021101231,0.7764499509205901,0.446702328761259,7.738236812960982e-16,-6.051904817928871e-16,578,-0.7135762871055596,-1.2303418548168397,1.4094595750285275,-0.20120002999145212,-0.6017838376219492,-1.2854129715855238,-0.3666286680334086,-0.7496526478737591,-0.5848479124849152,2021-08,2021-08,-0.6565887111634201,,-0.6565887111634201,-0.6565887111634201,-0.48132322413046863,-0.6388639055060032,-0.8379356085873902,8,1.0357162785005343,-1.4475979427561307,-0.8703882797784894,0.30843236181186445,-1.20304246278344,0.4514996706418605,0.19354156097717315,-1.1009450033588601
Chennai,Chennai - AQ Station,1.5370731373332929,2.26380283699733,2021-09-01,0.3180809585735964,Moderate,0.24215391649717308,0.3562353090758061,1.3291439531826943,-0.1973051855449325,1.4627713060771574,-0.5402288464453492,1.5370731373332935,2.263802836997333,0.31808095857359653,0.24215391649717358,0.356235309075806,1.3291439531826947,-0.197305185544932,1.4627713060771574,-0.5402288464453491,2021,9,0.4472135954999579,244,35,Monsoon,-0.21975485094602998,-0.02057614793507241,-0.333622853341337,0.37850327346174556,1.458346216348067,0.2612216254616515,1.1701844749539614,0.14217667306686108,0.759539327975972,-0.666086941470739,-0.8361276553149689,-1.0587452898592784,-1.4384691579438045,1.8802671546982461,1.464001340914504,7.738236812960982e-16,-6.051904817928871e-16,609,-1.237052013374348,-0.6991550587424805,1.3460501264625242,-0.4827270057986518,0.017626679854651474,1.3792973632059076,-0.25390886023145137,0.3177688905995474,0.38979810608294185,2021-09,2021-09,0.3180809585735964,,0.3180809585735964,0.3180809585735964,-0.37391312559955675,0.260670788292387,0.48059655685619407,9,0.7597177272096212,-0.11076900281030677,-0.5222329678670936,1.610475728487885,-1.5230880909247921,-0.5498276128007976,0.19354156097717315,-1.1009450033588601
